ID,Year,Mileage,State,Make,Model
44126,2016,43496," MI",Jeep,CherokeeLimited
44127,2013,47000," CA",Toyota,CorollaS
44128,2017,18795," CA",Ford,F-250XLT
44129,2016,8760," AL",Mazda,MX5
44130,2015,19178," KY",Lexus,CT
44131,2014,44887," NH",BMW,3
44132,2014,44605," KY",MINI,Cooper
44133,2014,62112," GA",Ford,F-150XLT
44134,2014,67595," OR",Volkswagen,Jetta
44135,2017,14596," TX",Ford,EscapeFWD
44136,2017,21713," TX",Ford,F-150Platinum
44137,2017,18168," MD",Chevrolet,CruzeSedan
44138,2015,71870," TN",Jeep,Wrangler
44139,2015,8011," CA",BMW,7
44140,2010,113520," CA",Toyota,RAV4FWD
44141,2014,36540," CA",Toyota,Prius
44142,2008,54117," TX",Hyundai,VeracruzFWD
44143,2012,30731," PA",Dodge,Challenger2dr
44144,2010,89131," FL",Honda,CR-V4WD
44145,2015,11702," GA",Chevrolet,Express
44146,2013,110062," ME",Chevrolet,MalibuLS
44147,2014,62049," TN",Toyota,4RunnerTrail
44148,2016,13702," TX",GMC,Sierra
44149,2014,63770," GA",Honda,Civic
44150,2016,22332," TN",Ford,F-1502WD
44151,2014,6360," SC",Ford,F-150XLT
44152,2016,20601," NC",Subaru,Impreza
44153,2012,95540," SC",GMC,Yukon
44154,2016,16860," SC",Mitsubishi,Outlander
44155,2016,22524," AR",Dodge,Grand
44156,2015,24047," WI",Chevrolet,Malibu1LT
44157,2010,94470," VA",Toyota,Highlander
44158,2012,92663," GA",Nissan,Altima4dr
44159,2005,112569," PA",Jeep,Grand
44160,2012,78086," OH",Chevrolet,CruzeSedan
44161,2017,32136," IL",Kia,OptimaLX
44162,2015,43500," TX",Ford,F-1504WD
44163,2015,35365," TX",Lexus,RX
44164,2013,42517," IA",Chevrolet,EquinoxAWD
44165,2014,23714," IN",Chevrolet,MalibuLS
44166,2012,92791," VA",Nissan,Armada4WD
44167,2017,24723," TX",Ford,FusionSE
44168,2011,76665," MA",Buick,LaCrosse4dr
44169,2015,40157," NH",Honda,CR-VEX-L
44170,2015,701," NY",GMC,Sierra
44171,2012,36064," FL",BMW,6
44172,2010,138161," KY",Chrysler,Town
44173,2014,47910," KY",Chevrolet,Silverado
44174,2014,52339," MO",Buick,LaCrosseFWD
44175,2017,3104," TX",Hyundai,SonataLimited
44176,2015,20502," NE",Volkswagen,Jetta
44177,2011,98619," AL",Ford,EscapeFWD
44178,2013,55422," FL",Mercedes-Benz,C-ClassC300
44179,2013,72415," LA",Ford,EdgeSport
44180,2015,26696," SC",Ford,ExplorerXLT
44181,2016,43388," GA",Chevrolet,Express
44182,2013,46828," NJ",Honda,Civic
44183,2008,164163," OH",Ford,F-350King
44184,2015,45561," NC",Dodge,ChargerSE
44185,2017,19903," KS",Kia,SedonaLX
44186,2014,48183," OH",GMC,AcadiaAWD
44187,2016,13855," VA",Volkswagen,Passat4dr
44188,2017,36190," WA",Hyundai,Santa
44189,2015,57724," TX",Chevrolet,Suburban2WD
44190,2015,29970," OH",Ford,Escape4WD
44191,2015,27466," PA",Chevrolet,ColoradoCrew
44192,2010,89036," FL",Chevrolet,Camaro2dr
44193,2016,16533," NM",Mazda,MX5
44194,2015,38823," PA",Chevrolet,Silverado
44195,2009,92481," MS",Ford,EscapeFWD
44196,2013,66786," IL",Chrysler,300300S
44197,2007,71514," IL",Chevrolet,Avalanche4WD
44198,2013,79575," GA",Honda,AccordEX-L
44199,2017,4531," CA",BMW,3
44200,2016,42483," TX",Ford,F-250King
44201,2010,100306," NH",Toyota,RAV44WD
44202,2014,50763," IL",Honda,CR-VLX
44203,2006,79147," NY",Jeep,Wrangler2dr
44204,2017,21563," NJ",Chrysler,PacificaTouring
44205,2015,48834," TX",Honda,Civic
44206,2011,83583," CT",Ford,Taurus4dr
44207,2013,67023," MN",Honda,PilotEX-L
44208,2015,13099," HI",Ford,ExplorerLimited
44209,2014,48042," TN",Ford,ExplorerXLT
44210,2008,119246," NC",Toyota,4RunnerRWD
44211,2010,43082," CO",Ford,Ranger4WD
44212,2009,105000," TX",Toyota,Camry
44213,2011,69039," TX",Toyota,Tundra
44214,2004,85841," CA",Ford,Mustang2dr
44215,2012,72989," CA",Ford,Fusion4dr
44216,2016,24315," NY",Chevrolet,ColoradoCrew
44217,2017,5037," TX",Chevrolet,EquinoxFWD
44218,2011,78135," MA",Jeep,Grand
44219,2017,958," CA",Toyota,TundraSR5
44220,2015,29838," CO",Honda,PilotLX
44221,2013,116599," CA",Ford,EscapeSE
44222,2016,41810," IN",Chevrolet,EquinoxFWD
44223,2016,50146," TX",Chevrolet,Silverado
44224,2014,34349," TN",Honda,CR-VLX
44225,2014,29355," CA",Toyota,Prius
44226,2016,42106," VA",Chrysler,Town
44227,2014,103949," TN",Kia,SorentoLX
44228,2015,42802," NC",BMW,3
44229,2013,67684," TX",Dodge,Grand
44230,2016,18636," FL",Volkswagen,Golf
44231,2016,46753," FL",Ford,F-350Lariat
44232,2015,27830," CO",Chevrolet,Silverado
44233,2013,27187," AZ",Ford,F-150XLT
44234,2013,71619," NM",Nissan,Altima4dr
44235,2017,5625," TX",Toyota,4Runner2WD
44236,2016,13963," OK",Hyundai,Elantra4dr
44237,2014,27183," NH",Toyota,CamrySE
44238,2009,111795," CT",Dodge,Ram
44239,2017,26391," TX",Chevrolet,TraverseFWD
44240,2011,97463," TX",Chevrolet,Silverado
44241,2015,29276," TX",Chevrolet,Silverado
44242,2014,20925," IL",Honda,CR-VEX-L
44243,2016,10830," IL",Jeep,Grand
44244,2014,55667," WA",Ford,F-1504WD
44245,2007,173231," KY",Chevrolet,Tahoe4WD
44246,2011,60098," TX",MINI,Cooper
44247,2016,18029," WI",Ford,FusionSE
44248,2009,107353," TN",Nissan,Murano2WD
44249,2015,32717," TX",Cadillac,SRXLuxury
44250,2011,112295," TX",Toyota,Tacoma2WD
44251,2016,31131," TX",Toyota,CamryXLE
44252,2015,29515," KY",Ford,ExplorerXLT
44253,2012,45522," FL",BMW,7
44254,2013,94296," OK",Honda,RidgelineRTL
44255,2014,34898," OK",Honda,Accord
44256,2013,63075," IL",Lexus,LSLS
44257,2015,11770," MA",Kia,ForteEX
44258,2014,83201," UT",Chevrolet,Malibu1LT
44259,2004,160694," TX",Dodge,Ram
44260,2010,98216," NC",Ford,Fusion4dr
44261,2012,48173," GA",Dodge,Grand
44262,2017,10730," NC",Toyota,SequoiaSR5
44263,2011,93245," IL",Ram,15004WD
44264,2017,23128," MD",Chevrolet,MalibuLT
44265,2015,27173," FL",Mercedes-Benz,C-ClassC300
44266,2014,37680," TX",Ford,F-1504WD
44267,2012,67483," OK",Dodge,Charger4dr
44268,2015,22700," NC",Chevrolet,EquinoxFWD
44269,2015,46081," NJ",Kia,SorentoSX
44270,2015,9481," GA",Jeep,WranglerSport
44271,2016,26345," WA",MINI,Cooper
44272,2010,87162," IL",INFINITI,G37
44273,2010,127641," UT",Toyota,Tundra
44274,2015,47748," NH",Honda,CR-VLX
44275,2011,57286," NC",Ford,Mustang2dr
44276,2016,19471," FL",Ford,Transit
44277,2013,129849," TX",GMC,Sierra
44278,2015,18491," PA",Land,Rover
44279,2016,23131," AZ",Toyota,RAV4
44280,2012,72149," NJ",Hyundai,Sonata4dr
44281,2017,11661," CT",Kia,SportageAWD
44282,2016,54859," GA",Chevrolet,Silverado
44283,2017,15438," IL",Chevrolet,Express
44284,2010,83879," GA",Honda,Civic
44285,2012,88891," MD",Toyota,CorollaLE
44286,2014,40329," OR",Volvo,XC60T6
44287,2013,113041," TX",Ford,ExplorerBase
44288,2014,41071," FL",Ford,F-150FX4
44289,2015,89514," TN",Chrysler,Town
44290,2015,21965," FL",GMC,AcadiaFWD
44291,2015,50595," AL",Chevrolet,MalibuLS
44292,2008,117386," NE",Chrysler,Town
44293,2012,70606," NJ",Honda,CR-VEX-L
44294,2010,46684," AZ",Mercedes-Benz,C-Class4dr
44295,2011,73683," UT",Ford,F-1504WD
44296,2015,25201," NC",Honda,CR-VLX
44297,2016,32008," AK",Toyota,CorollaS
44298,2012,112385," NE",Lincoln,Navigator
44299,2011,88600," CT",Mercedes-Benz,C-Class4dr
44300,2014,37192," MA",Volkswagen,TiguanS
44301,2017,24073," AR",Ford,Explorer4WD
44302,2012,70792," KY",Toyota,Tundra
44303,2009,141288," OK",GMC,AcadiaFWD
44304,2008,127425," WA",Cadillac,Escalade
44305,2009,121281," TX",Nissan,Murano2WD
44306,2014,26745," MO",Kia,SportageLX
44307,2016,8464," NC",BMW,3
44308,2015,35312," NH",Chevrolet,Malibu1LT
44309,2017,37174," AZ",Chevrolet,MalibuLT
44310,2011,74497," NC",Acura,TL4dr
44311,2014,29181," UT",Volkswagen,Jetta
44312,2011,91873," IN",Chevrolet,EquinoxFWD
44313,2017,8767," MS",Hyundai,Santa
44314,2014,60679," CA",Jeep,Wrangler
44315,2017,10057," TX",Kia,Sportage2WD
44316,2015,29626," NC",Kia,SorentoLX
44317,2016,36513," FL",Toyota,CorollaLE
44318,2016,18998," FL",GMC,Sierra
44319,2013,81661," IN",Ford,F-150SuperCrew
44320,2015,46000," NM",Ford,EscapeFWD
44321,2007,124746," NY",Toyota,TacomaBase
44322,2017,11417," WA",Toyota,PriusTwo
44323,2014,33024," FL",Ford,FocusSE
44324,2011,90176," OK",Chevrolet,Tahoe4WD
44325,2008,119770," CA",Lexus,LS
44326,2015,40131," AZ",Chevrolet,Silverado
44327,2003,94936," VA",Lincoln,Navigator4WD
44328,2015,27685," VA",Chevrolet,Silverado
44329,2014,53595," AZ",Honda,CR-VEX
44330,2017,2345," WI",Ford,F-150XLT
44331,2014,11760," GA",Chevrolet,Silverado
44332,2017,31192," CA",Kia,SorentoLX
44333,2013,70786," TX",Ford,EdgeSport
44334,2013,58937," NC",Ford,ExplorerBase
44335,2006,73641," TX",BMW,5
44336,2015,30655," VA",Kia,OptimaLX
44337,2015,72111," OH",Ford,ExplorerXLT
44338,2010,64098," FL",Jeep,Wrangler
44339,2012,107111," TX",Chevrolet,CruzeSedan
44340,2013,81926," TN",Ford,Expedition
44341,2012,95808," PA",Chevrolet,Malibu1LT
44342,2016,14566," OR",Kia,SorentoEX
44343,2016,18530," CO",Chevrolet,Express
44344,2012,101884," WA",Dodge,Charger4dr
44345,2015,41534," NY",Ford,EscapeSE
44346,2014,31426," TN",Hyundai,Santa
44347,2016,9954," WA",Toyota,CorollaS
44348,2015,28505," IN",Buick,LaCrosseFWD
44349,2017,15110," TX",Ford,ExplorerLimited
44350,2016,67944," GA",Kia,SportageLX
44351,2007,75811," AK",Ford,FocusS
44352,2008,44087," WY",Nissan,Maxima4dr
44353,2017,15892," AZ",Ford,F-150XLT
44354,2012,71444," TX",GMC,AcadiaFWD
44355,2014,48015," CT",Honda,Accord
44356,2012,71946," IL",Chevrolet,Express
44357,2014,54986," WA",Toyota,Prius
44358,2014,44959," MA",Honda,CR-VEX-L
44359,2013,99631," AR",Kia,ForteLX
44360,2015,35369," FL",GMC,TerrainFWD
44361,2014,63683," NJ",Honda,CR-VEX-L
44362,2011,76087," OK",Chevrolet,Avalanche2WD
44363,2014,30347," IL",Hyundai,Elantra
44364,2016,18533," CA",Land,Rover
44365,2013,88120," KY",Chevrolet,ImpalaLT
44366,2013,40979," KS",Ford,FusionSE
44367,2014,47695," UT",Ford,F-1504WD
44368,2014,63493," DE",Dodge,ChargerSE
44369,2015,49704," AL",Kia,ForteLX
44370,2017,26658," AL",Kia,RioLX
44371,2016,4177," PA",Kia,Forte
44372,2016,24774," TX",Ford,EscapeFWD
44373,2013,94131," FL",Kia,OptimaEX
44374,2016,41543," MD",Dodge,JourneyFWD
44375,2013,76597," IL",Honda,PilotEX-L
44376,2009,76745," HI",Dodge,Charger4dr
44377,2016,64244," MI",Chevrolet,ColoradoCrew
44378,2017,15328," GA",Kia,SorentoLX
44379,2015,21792," GA",Ford,EscapeFWD
44380,2015,36216," TX",MINI,Cooper
44381,2016,23774," MA",Chevrolet,Silverado
44382,2015,31884," WI",Ford,F-150XLT
44383,2013,77223," MI",Ford,FusionSE
44384,2016,46407," MO",Chrysler,Town
44385,2006,46547," PA",Chrysler,PT
44386,2014,109928," OH",Ford,ExplorerLimited
44387,2007,135543," MT",Nissan,Titan4WD
44388,2017,15350," CO",Ford,Explorer4WD
44389,2017,4472," UT",GMC,AcadiaFWD
44390,2007,122161," NC",Honda,CR-VEX-L
44391,2016,16267," PA",Toyota,Tundra
44392,2010,73766," CO",Toyota,Prius5dr
44393,2010,98091," IL",Honda,CivicEX
44394,2016,21881," GA",Toyota,SiennaLimited
44395,2017,21804," TX",Mercedes-Benz,C-ClassC
44396,2011,45746," TX",Ford,Econoline
44397,2016,22970," IL",Chevrolet,ImpalaLS
44398,2017,30655," AZ",GMC,TerrainFWD
44399,2016,26835," CA",Lexus,ESES
44400,2009,123800," TX",Lexus,GXGX
44401,2013,90689," TX",Ford,ExplorerBase
44402,2011,110384," WA",Nissan,Xterra4WD
44403,2015,61980," TX",Hyundai,Santa
44404,2010,103605," MO",Honda,CR-V4WD
44405,2010,105115," IN",Buick,LaCrosse4dr
44406,2013,118389," TX",Chevrolet,Silverado
44407,2014,31825," AZ",Ford,F-150XL
44408,2006,75372," IL",Honda,Accord
44409,2014,25539," OH",Dodge,ChallengerR/T
44410,2015,25676," MI",Dodge,DurangoAWD
44411,2009,117174," FL",Jeep,Wrangler
44412,2016,39327," MA",Ford,ExplorerXLT
44413,2013,75143," TX",Chrysler,300300S
44414,2016,43858," FL",Kia,SportageLX
44415,2015,44721," ID",FIAT,500Pop
44416,2014,44472," GA",Cadillac,CTS
44417,2012,76000," NC",Hyundai,Sonata4dr
44418,2012,115261," TX",Mazda,Mazda35dr
44419,2016,22096," MD",Toyota,Tacoma4WD
44420,2013,43811," IL",Chevrolet,SonicSedan
44421,2017,11870," MN",Kia,SorentoLX
44422,2011,101944," TX",Chevrolet,EquinoxFWD
44423,2017,28584," KY",Dodge,Grand
44424,2012,157000," CA",Ford,Super
44425,2015,33662," TX",Ford,EscapeFWD
44426,2014,37093," MA",Honda,Civic
44427,2011,104708," VA",Jeep,Grand
44428,2009,45229," NY",Acura,TL4dr
44429,2015,63405," SC",Chrysler,200Limited
44430,2005,99248," OH",Ford,Ranger4WD
44431,2012,92000," CA",BMW,X5AWD
44432,2014,66402," CA",Ford,FusionSE
44433,2015,34594," GA",Lexus,GS
44434,2013,90734," MA",Hyundai,Elantra4dr
44435,2010,89248," TX",Toyota,Camry4dr
44436,2011,52798," OR",Chevrolet,Camaro2dr
44437,2010,138789," IL",Lincoln,MKZ4dr
44438,2008,120945," CA",Nissan,350Z2dr
44439,2012,102103," CT",Honda,Pilot4WD
44440,2015,58075," MO",Chevrolet,Silverado
44441,2011,64260," TX",Jeep,Wrangler
44442,2017,6040," VA",Land,Rover
44443,2015,44857," CA",Hyundai,Elantra
44444,2013,73754," RI",Ford,EscapeSE
44445,2012,95066," TX",Honda,CR-VEX-L
44446,2017,17962," UT",Chevrolet,MalibuLT
44447,2015,52611," IL",GMC,TerrainFWD
44448,2015,14790," TX",GMC,Sierra
44449,2016,43862," CA",Toyota,CamryLE
44450,2016,5," OH",Honda,Accord
44451,2013,30162," FL",Honda,Accord
44452,2016,41932," TX",Toyota,4RunnerSR5
44453,2016,14765," TX",Chevrolet,Silverado
44454,2016,30609," TX",Kia,SedonaLX
44455,2011,85528," NH",GMC,AcadiaAWD
44456,2012,49388," WA",Toyota,FJ
44457,2011,65530," FL",Chevrolet,Camaro2dr
44458,2012,60060," CA",Ram,25002WD
44459,2012,80510," TX",Ford,Explorer4WD
44460,2017,22768," TX",Buick,EnclaveLeather
44461,2014,76598," OK",Honda,OdysseyEX-L
44462,2014,32087," WA",Volkswagen,CC4dr
44463,2017,7956," NM",Cadillac,CTS
44464,2016,4291," IL",Ford,TaurusSHO
44465,2011,68214," PA",Subaru,Impreza
44466,2017,6869," FL",Jeep,Wrangler
44467,2013,41887," CA",GMC,TerrainFWD
44468,2012,78761," FL",GMC,AcadiaFWD
44469,2016,9200," SC",Dodge,ChallengerR/T
44470,2010,64992," CT",Chevrolet,Impala4dr
44471,2009,111593," NJ",Acura,MDXAWD
44472,2012,99569," OH",Chevrolet,TraverseAWD
44473,2008,95140," CA",Ford,RangerSuperCab
44474,2017,38613," CO",GMC,TerrainAWD
44475,2012,70278," WA",Toyota,Camry4dr
44476,2015,20446," AZ",Ford,Expedition2WD
44477,2015,35622," TX",Ford,ExplorerXLT
44478,2015,28013," GA",Toyota,CamryXLE
44479,2016,37964," CT",Chevrolet,Malibu
44480,2016,10752," FL",Hyundai,Santa
44481,2016,15," IL",Ford,TaurusSHO
44482,2014,35906," IN",Kia,OptimaEX
44483,2017,14176," OH",Ford,F-150XLT
44484,2013,40482," IL",Acura,RDXAWD
44485,2015,31864," FL",Nissan,Murano2WD
44486,2015,23109," NC",Ford,FocusSE
44487,2013,102841," MI",Buick,EnclaveLeather
44488,2016,35099," TX",Ford,F-1504WD
44489,2016,20520," TX",Toyota,RAV4FWD
44490,2003,33799," NM",Nissan,Frontier
44491,2016,35077," CT",Volkswagen,Jetta
44492,2012,45385," WA",Chevrolet,ColoradoExtended
44493,2014,13605," IL",Kia,SportageLX
44494,2014,37554," GA",Volkswagen,Jetta
44495,2013,41493," WA",Chevrolet,EquinoxFWD
44496,2016,50527," TX",Chevrolet,Express
44497,2017,3455," NJ",Volvo,S60T5
44498,2014,57443," MN",Kia,SedonaLX
44499,2015,28047," CA",Honda,Civic
44500,2015,20295," TX",Chrysler,200Limited
44501,2016,30983," NJ",Ford,Escape4WD
44502,2008,237495," CO",GMC,Sierra
44503,2011,80473," WA",Lexus,CT
44504,2014,33437," MA",Honda,Accord
44505,2014,24280," TX",BMW,X3xDrive28i
44506,2014,64806," NY",Buick,EnclavePremium
44507,2012,114468," GA",Toyota,Corolla4dr
44508,2005,191361," GA",Ford,Super
44509,2016,21896," CA",Kia,OptimaSX
44510,2012,70408," AL",Jeep,Grand
44511,2016,29026," FL",Toyota,CamrySE
44512,2013,56187," CA",GMC,Sierra
44513,2015,63837," GA",Chrysler,Town
44514,2011,76052," GA",BMW,7
44515,2015,26750," CT",Dodge,DurangoAWD
44516,2015,45986," PA",Lincoln,Navigator2WD
44517,2017,20175," AL",GMC,AcadiaFWD
44518,2014,66024," NE",Buick,EnclavePremium
44519,2014,18167," GA",Lexus,ES
44520,2012,111773," NC",Chevrolet,Tahoe2WD
44521,2015,43625," TX",Mercedes-Benz,C-ClassC300
44522,2013,81043," TN",Toyota,SequoiaSR5
44523,2011,128885," AR",Ford,F-1504WD
44524,2017,15443," NM",Jeep,Grand
44525,2008,174209," NE",Dodge,Grand
44526,2012,99203," NJ",Jeep,LibertySport
44527,2016,46901," IL",Honda,AccordEX-L
44528,2016,15897," GA",Chevrolet,EquinoxFWD
44529,2011,104261," NH",Ford,Focus4dr
44530,2013,38956," TN",Ford,FusionHybrid
44531,2007,86636," OK",Chevrolet,Tahoe2WD
44532,2013,12630," TX",Hyundai,SonataSE
44533,2015,24594," TX",Honda,CivicLX
44534,2016,11024," TX",GMC,Savana
44535,2015,15182," MI",Subaru,Legacy2.5i
44536,2015,31407," MD",BMW,3
44537,2011,49936," NE",Chevrolet,Silverado
44538,2008,119815," MI",Lexus,RX
44539,2008,70000," GA",Mitsubishi,Outlander2WD
44540,2015,20417," CO",Honda,Accord
44541,2012,59904," KY",Lexus,IS
44542,2015,17029," GA",Hyundai,SonataSE
44543,2015,48095," ND",Chevrolet,Silverado
44544,2017,17521," FL",Chevrolet,TahoeLT
44545,2011,84874," IN",Toyota,Prius5dr
44546,2017,23739," AZ",Chevrolet,MalibuLT
44547,2015,18975," IL",Honda,Civic
44548,2011,47289," CA",INFINITI,G37
44549,2016,15974," CA",Toyota,Tacoma4WD
44550,2010,110303," NC",Chevrolet,Camaro2dr
44551,2015,59015," IL",Chevrolet,Tahoe4WD
44552,2015,11880," NC",Kia,OptimaLX
44553,2014,32745," FL",Ford,MustangBase
44554,2016,19873," MN",Kia,SorentoLX
44555,2017,19244," MA",Chrysler,300Limited
44556,2012,161078," VA",Ford,Super
44557,2010,34720," SC",Lexus,IS
44558,2007,115239," NC",Toyota,Tundra2WD
44559,2016,33191," OR",Ford,Explorer4WD
44560,2016,13494," NJ",Honda,Pilot4WD
44561,2008,86742," WA",Ford,EscapeFWD
44562,2014,15494," TX",Chrysler,300300S
44563,2006,77124," GA",Lincoln,Town
44564,2014,30073," WA",BMW,3
44565,2014,41695," FL",Toyota,CorollaLE
44566,2012,75232," PA",Ford,EscapeLImited
44567,2012,94943," NC",Kia,Sportage2WD
44568,2014,32482," TX",Cadillac,CTS
44569,2011,86668," CO",MINI,Cooper
44570,2013,73145," OR",Acura,RDXAWD
44571,2016,33976," TX",Land,Rover
44572,2015,22976," OH",Hyundai,SonataLimited
44573,2014,36303," GA",Lexus,ESES
44574,2015,40435," MD",Jeep,Wrangler
44575,2005,82007," VA",INFINITI,G35
44576,2015,18961," TX",Jeep,Grand
44577,2011,69048," IL",INFINITI,G37
44578,2012,79623," CT",Toyota,HighlanderSE
44579,2014,29928," NC",BMW,3
44580,2014,48679," MI",Ford,EdgeSEL
44581,2012,5377," OH",Chevrolet,CorvetteCoupe
44582,2017,37282," NC",Chevrolet,Express
44583,2017,23017," SD",Chevrolet,TraverseAWD
44584,2015,24901," TX",Jeep,Wrangler
44585,2015,20263," FL",Jeep,Grand
44586,2017,6586," IN",Kia,OptimaSX
44587,2016,3602," TX",Honda,OdysseyEX-L
44588,2015,61350," OH",Chevrolet,Tahoe4WD
44589,2012,88309," VA",Jeep,Wrangler4WD
44590,2012,51820," VA",MINI,Cooper
44591,2016,7340," UT",Dodge,ChargerSE
44592,2008,74456," NC",Lexus,LSLS
44593,2016,42081," MD",Toyota,CamryXLE
44594,2012,96224," FL",Nissan,Armada2WD
44595,2011,81756," NJ",Audi,A64dr
44596,2014,54444," VA",Lexus,ISIS
44597,2017,9019," NC",Ford,EscapeFWD
44598,2011,18897," CA",Volkswagen,Jetta
44599,2013,87455," AL",Kia,ForteEX
44600,2009,85103," TX",Honda,Accord
44601,2012,102440," NC",Toyota,Tundra
44602,2013,32667," CO",Buick,LaCrosseAWD
44603,2017,12915," AL",Kia,SorentoLX
44604,2006,44792," AZ",Kia,Sedona4dr
44605,2014,23110," IL",Chevrolet,Malibu1LT
44606,2017,26880," OR",Hyundai,Elantra4dr
44607,2013,79263," TX",GMC,TerrainFWD
44608,2014,47980," CT",Land,Rover
44609,2010,85971," CA",Cadillac,CTS
44610,2016,45105," TX",Chrysler,200Limited
44611,2014,48544," AL",Jeep,CompassLimited
44612,2014,52306," OR",Chevrolet,Silverado
44613,2015,51074," NJ",Chrysler,200Limited
44614,2011,150739," TX",Nissan,Altima4dr
44615,2015,24203," NC",Jeep,WranglerSport
44616,2017,39413," MO",Dodge,Grand
44617,2012,30549," TN",Dodge,Challenger2dr
44618,2015,23145," WA",GMC,Yukon4WD
44619,2007,119412," GA",INFINITI,G35
44620,2006,92941," MI",Land,Rover
44621,2017,40561," MO",Chevrolet,ImpalaLT
44622,2014,64812," PA",GMC,Sierra
44623,2014,29365," OH",Kia,ForteLX
44624,2014,29267," IN",Honda,CR-VLX
44625,2013,67748," OK",Chevrolet,ImpalaLS
44626,2016,27353," NJ",Toyota,CorollaLE
44627,2014,35415," MO",Hyundai,Elantra4dr
44628,2014,49482," TX",Buick,LaCrosseFWD
44629,2016,42641," VA",Jeep,CompassLatitude
44630,2014,28168," AL",Lexus,IS
44631,2012,99622," TX",Ford,Expedition2WD
44632,2012,46623," VA",Ford,Fusion4dr
44633,2014,34792," NJ",Kia,SportageSX
44634,2017,2741," FL",Ram,1500Tradesman
44635,2013,70497," OK",Ford,EdgeSEL
44636,2004,58069," AZ",Ford,"Excursion137"""
44637,2013,57783," CA",Cadillac,CTS
44638,2013,77910," MD",Ford,Super
44639,2016,38481," WA",Kia,OptimaLX
44640,2008,100173," TX",Toyota,CamryXLE
44641,2012,55651," LA",Honda,Pilot2WD
44642,2015,25272," GA",Chevrolet,Silverado
44643,2013,108659," NJ",Kia,OptimaSX
44644,2014,17476," PA",Honda,CR-VEX
44645,2014,56347," TX",MINI,Cooper
44646,2013,60342," OH",Hyundai,Elantra4dr
44647,2014,8040," MA",Hyundai,SonataLimited
44648,2012,32262," MN",Ford,Super
44649,2011,113619," WI",Ford,Ranger2WD
44650,2014,66145," PA",Chevrolet,Silverado
44651,2003,81078," IN",Dodge,Ram
44652,2013,59262," IL",Volkswagen,Passat4dr
44653,2012,27019," KY",Toyota,Tundra
44654,2016,20043," TN",Ford,FlexLimited
44655,2015,44509," NC",Ford,FiestaSE
44656,2015,53466," FL",Chevrolet,Malibu1LT
44657,2013,93885," FL",Ford,F-150XLT
44658,2017,16387," IL",Chevrolet,ImpalaLT
44659,2015,27507," GA",Nissan,Murano2WD
44660,2017,22976," IA",Jeep,Grand
44661,2016,40158," CA",Hyundai,Elantra4dr
44662,2014,64750," NJ",Honda,Accord
44663,2016,12493," NJ",Porsche,CayenneAWD
44664,2013,31323," NC",Honda,Civic
44665,2016,25500," TN",Ram,25004WD
44666,2017,18771," UT",Ford,F-150XL
44667,2014,31486," OK",Toyota,CamryL
44668,2011,79889," FL",Ford,Mustang2dr
44669,2016,26262," WY",Ram,25004WD
44670,2017,29287," TX",Toyota,CamrySE
44671,2016,40877," MD",Chrysler,Town
44672,2005,123300," MD",Toyota,Sienna5dr
44673,2013,47814," MO",Lexus,RXRX
44674,2005,37293," MA",Honda,Accord
44675,2017,25294," MA",Toyota,RAV4XLE
44676,2017,25680," NV",Hyundai,Santa
44677,2016,14617," LA",Ford,F-1504WD
44678,2009,144648," TX",Nissan,RogueFWD
44679,2013,39968," NJ",GMC,AcadiaFWD
44680,2015,23383," IL",Hyundai,SonataSE
44681,2016,11730," NC",Lexus,ES
44682,2014,33551," FL",Honda,Civic
44683,2013,10610," GA",Honda,OdysseyTouring
44684,2007,94770," VA",Toyota,RAV4Sport
44685,2001,157179," IL",Jeep,Wrangler2dr
44686,2014,31175," WA",Hyundai,Santa
44687,2014,41445," TX",Honda,CR-VEX-L
44688,2013,57703," GA",Chevrolet,Silverado
44689,2014,53389," OK",Toyota,FJ
44690,2008,32561," SC",Mercedes-Benz,C-Class4dr
44691,2014,32044," TN",Chevrolet,CamaroCoupe
44692,2016,28087," CO",Toyota,SiennaLE
44693,2012,39453," VA",Cadillac,CTS
44694,2016,32790," NC",Jeep,CompassSport
44695,2007,133256," VA",GMC,Yukon
